,Date,Symbols,Close,High,Low,Open,Volume
342,2023-03-09,TSLA,172.92,185.18,172.5124,180.25,170023794
343,2023-03-08,TSLA,182.0,186.5,180.0,185.04,151897763
344,2023-03-07,TSLA,187.71,194.2,186.1,191.38,148125790
345,2023-03-06,TSLA,193.81,198.6,192.3,198.54,128100106
346,2023-03-03,TSLA,197.79,200.48,192.88,194.795,154193277
347,2023-03-02,TSLA,190.9,193.7499,186.01,186.74,181979154
348,2023-03-01,TSLA,202.77,207.2,198.52,206.21,156852790
349,2023-02-28,TSLA,205.71,211.23,203.75,210.59,153144912
350,2023-02-27,TSLA,207.63,209.42,201.26,202.03,161028315
351,2023-02-24,TSLA,196.88,197.6695,192.8,196.325,142228105
352,2023-02-23,TSLA,202.07,205.14,196.33,203.91,146359950
353,2023-02-22,TSLA,200.86,201.99,191.78,197.93,191828457
354,2023-02-21,TSLA,197.37,209.71,197.22,204.99,180018588
355,2023-02-17,TSLA,208.31,208.44,197.5,199.985,213738549
356,2023-02-16,TSLA,202.04,217.65,201.84,210.78,229586538
357,2023-02-15,TSLA,214.24,214.66,206.11,211.755,182108581
358,2023-02-14,TSLA,209.25,209.82,189.44,191.94,216455708
359,2023-02-13,TSLA,194.64,196.3,187.61,194.415,172475452
360,2023-02-10,TSLA,196.89,206.2,192.89,202.225,204754129
361,2023-02-09,TSLA,207.32,214.0,204.77,207.775,215431442
362,2023-02-08,TSLA,201.29,203.0,194.31,196.1,180673644
363,2023-02-07,TSLA,196.81,197.5,189.55,196.43,186010325
364,2023-02-06,TSLA,194.76,198.17,189.92,193.01,186188131
365,2023-02-03,TSLA,189.98,199.0,183.69,183.95,232662023
366,2023-02-02,TSLA,188.27,196.7501,182.61,187.325,217448287
367,2023-02-01,TSLA,181.41,183.805,169.93,173.89,213806323
368,2023-01-31,TSLA,173.22,174.3,162.78,164.57,196813541
369,2023-01-30,TSLA,166.66,179.77,166.5,178.05,230878807
370,2023-01-27,TSLA,177.9,180.68,161.17,162.43,306590613
371,2023-01-26,TSLA,160.27,161.42,154.76,159.965,234815090
372,2023-01-25,TSLA,144.43,146.41,138.07,141.905,192734347
373,2023-01-24,TSLA,143.89,146.5,141.1,143.0,158699056
374,2023-01-23,TSLA,143.75,145.3793,134.27,135.87,203119211
375,2023-01-20,TSLA,133.42,133.51,127.3466,128.68,138858136
376,2023-01-19,TSLA,127.17,129.99,124.3082,127.26,170291880
377,2023-01-18,TSLA,128.78,136.68,127.01,136.555,195680318
378,2023-01-17,TSLA,131.49,131.7,125.02,125.695,186476985
379,2023-01-13,TSLA,122.4,122.63,115.6,116.55,180714119
380,2023-01-12,TSLA,123.56,124.1311,117.0,122.56,169400913
